,Date,Open,High,Low,Close,Adj Close,Volume,RVT,positivePartscr,negativePartscr,fearPartscr,findownPartscr,finupPartscr,finhypePartscr,certaintyPartscr,uncertaintyPartscr
0,2018-01-02,19.270000457763672,19.329999923706055,19.15999984741211,19.329999923706055,18.801055908203125,2307400,0.0021,0.0021,0.0007,0.0,0.0007,0.0021,0.0014,0.0007,0.0007
1,2018-01-03,19.09000015258789,19.209999084472656,19.0,19.15999984741211,18.635705947875977,4235000,0.0021,0.0006,0.0045,0.0,0.0019,0.0013,0.0013,0.0006,0.0
2,2018-01-04,19.6200008392334,19.790000915527344,19.6200008392334,19.770000457763672,19.22901725769043,4409500,0.0017,0.0,0.003,0.0015,0.0015,0.003,0.0,0.0,0.0015
3,2018-01-05,19.34000015258789,19.399999618530273,18.5,18.549999237060547,18.04239845275879,16517400,0.0027,0.0048,0.0111,0.0,0.0134,0.0045,0.0037,0.0026,0.0119
4,2018-01-08,18.329999923706055,18.420000076293945,18.270000457763672,18.299999237060547,17.799240112304688,5030700,0.0016,0.0034,0.0068,0.0,0.0081,0.0047,0.002,0.0027,0.0041
5,2018-01-09,17.989999771118164,18.15999984741211,17.969999313354492,18.1299991607666,17.633892059326172,4691700,0.0013,0.0037,0.0015,0.0,0.0015,0.0015,0.0022,0.0015,0.0
6,2018-01-10,18.5,18.649999618530273,18.43000030517578,18.5,17.99376678466797,4391000,0.0015,0.0015,0.0046,0.0,0.0023,0.0031,0.0023,0.0,0.0008
7,2018-01-11,18.530000686645508,18.649999618530273,18.440000534057617,18.559999465942383,18.052125930786133,3280200,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2018-01-12,18.530000686645508,18.700000762939453,18.479999542236328,18.700000762939453,18.188295364379883,4427200,0.002,0.0,0.0018,0.0,0.0012,0.0018,0.0012,0.0,0.0
9,2018-01-16,18.75,18.75,18.43000030517578,18.510000228881836,18.003494262695312,3107400,0.0024,0.003,0.0135,0.0,0.0004,0.0004,0.0,0.0,0.0026
10,2018-01-17,18.520000457763672,18.610000610351562,18.299999237060547,18.520000457763672,18.013221740722656,2585000,0.0009,0.0,0.0032,0.0,0.0032,0.0,0.0,0.0,0.0
11,2018-01-18,18.65999984741211,18.670000076293945,18.520000457763672,18.530000686645508,18.022947311401367,1964600,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2018-01-19,18.649999618530273,18.799999237060547,18.579999923706055,18.780000686645508,18.26610565185547,2981300,0.0012,0.0,0.0047,0.0,0.0012,0.0023,0.0012,0.0,0.0012
13,2018-01-22,19.290000915527344,19.399999618530273,19.209999084472656,19.389999389648438,18.859413146972656,7125100,0.0014,0.0,0.0031,0.0,0.0031,0.0015,0.0008,0.0008,0.0
14,2018-01-23,19.459999084472656,19.520000457763672,19.360000610351562,19.469999313354492,18.937223434448242,2753000,0.0024,0.0011,0.0026,0.0,0.0015,0.0026,0.0015,0.0,0.0008
15,2018-01-24,19.93000030517578,19.979999542236328,19.56999969482422,19.739999771118164,19.1998348236084,4057200,0.0028,0.0,0.001,0.0,0.0007,0.001,0.0,0.0,0.0
16,2018-01-25,19.90999984741211,19.93000030517578,19.56999969482422,19.639999389648438,19.102571487426758,3504400,0.001,0.0,0.0053,0.0,0.0021,0.0,0.0,0.0,0.0
17,2018-01-26,19.549999237060547,19.579999923706055,19.450000762939453,19.510000228881836,18.97612953186035,2386200,0.002,0.0012,0.003,0.0,0.0024,0.0024,0.0012,0.0,0.0
18,2018-01-29,19.280000686645508,19.290000915527344,19.059999465942383,19.100000381469727,18.577350616455078,3576000,0.0043,0.0044,0.0141,0.0,0.0005,0.0023,0.0009,0.0,0.0009
19,2018-01-30,18.700000762939453,18.719999313354492,18.31999969482422,18.3799991607666,17.877050399780273,5353600,0.0008,0.0014,0.0058,0.0,0.0,0.0,0.0,0.0,0.0116
20,2018-01-31,18.450000762939453,18.5,18.309999465942383,18.34000015258789,17.838146209716797,2887000,0.001,0.0,0.0019,0.001,0.0029,0.0038,0.0019,0.0019,0.0
21,2018-02-01,18.350000381469727,18.649999618530273,18.31999969482422,18.649999618530273,18.13966178894043,3088500,0.0006,0.0,0.0098,0.0,0.0033,0.0011,0.0,0.0,0.0022
22,2018-02-02,17.690000534057617,17.739999771118164,17.030000686645508,17.09000015258789,16.622350692749023,15244400,0.0035,0.0099,0.0593,0.0,0.022,0.0155,0.0054,0.0112,0.0108
23,2018-02-05,17.020000457763672,17.139999389648438,16.299999237060547,16.389999389648438,15.941505432128906,10187600,0.0018,0.0046,0.0026,0.0,0.0013,0.0052,0.0007,0.0,0.002
24,2018-02-06,16.25,16.6299991607666,16.18000030517578,16.520000457763672,16.067949295043945,12390000,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2018-02-07,15.729999542236328,16.219999313354492,15.670000076293945,16.09000015258789,15.649714469909668,9774700,0.0014,0.0024,0.0012,0.0,0.0012,0.0043,0.0006,0.0006,0.0
26,2018-02-08,16.360000610351562,16.3700008392334,15.479999542236328,15.489999771118164,15.066132545471191,9365900,0.0012,0.003,0.0023,0.0,0.003,0.0015,0.0008,0.0008,0.0023
