,Date,Open,High,Low,Close,Adj Close,Volume,downloadedDate,RVT,positivePartscr,negativePartscr,fearPartscr,findownPartscr,finupPartscr,finhypePartscr,finvolatilePartscr,certaintyPartscr,uncertaintyPartscr
0,2019-09-03,4.269999980926514,4.269999980926514,4.110000133514404,4.21999979019165,4.21999979019165,2231400,2019-09-03,0.1667,0.0075,0.0278,0.0012,0.0058,0.0097,0.012,0.0096,0.0057,0.0072
1,2019-09-04,4.349999904632568,4.489999771118164,4.300000190734863,4.400000095367432,4.400000095367432,1488100,2019-09-04,0.112,0.0084,0.0291,0.0014,0.0076,0.0108,0.0121,0.0085,0.0063,0.0075
2,2019-09-05,4.46999979019165,4.670000076293945,4.440000057220459,4.53000020980835,4.53000020980835,1997700,2019-09-05,0.0833,0.0105,0.0289,0.0018,0.0083,0.0123,0.0149,0.0078,0.0074,0.009
3,2019-09-06,4.449999809265137,4.5,4.309999942779541,4.380000114440918,4.380000114440918,1389300,2019-09-06,0.0755,0.0105,0.0247,0.0013,0.0065,0.0132,0.0146,0.0067,0.0077,0.0089
4,2019-09-09,4.46999979019165,4.730000019073486,4.449999809265137,4.730000019073486,4.730000019073486,2683400,2019-09-09,0.0967,0.0107,0.0247,0.0013,0.0077,0.0113,0.0126,0.007,0.0059,0.0072
5,2019-09-10,4.75,5.400000095367432,4.730000019073486,5.070000171661377,5.070000171661377,5588300,2019-09-10,0.0865,0.0118,0.0261,0.0019,0.0083,0.0128,0.0129,0.0072,0.0065,0.0084
6,2019-09-11,5.159999847412109,5.369999885559082,4.820000171661377,4.900000095367432,4.900000095367432,3633000,2019-09-11,0.0746,0.0119,0.0245,0.0014,0.0077,0.0139,0.0149,0.0073,0.0068,0.0086
7,2019-09-12,4.679999828338623,4.940000057220459,4.590000152587891,4.599999904632568,4.599999904632568,2973900,2019-09-12,0.0801,0.0103,0.0252,0.0016,0.0105,0.0138,0.0123,0.0074,0.0058,0.0086
8,2019-09-13,4.670000076293945,5.019999980926514,4.579999923706055,4.639999866485596,4.639999866485596,3753900,2019-09-13,0.0742,0.0122,0.0236,0.0014,0.0106,0.0155,0.0145,0.0076,0.007,0.0087
9,2019-09-16,5.380000114440918,5.940000057220459,5.210000038146973,5.929999828338623,5.929999828338623,8405500,2019-09-16,0.1516,0.0085,0.0305,0.0019,0.0069,0.0102,0.0141,0.0078,0.0071,0.0093
10,2019-09-17,5.889999866485596,5.889999866485596,5.119999885559082,5.25,5.25,4240600,2019-09-17,0.2155,0.0101,0.0299,0.0024,0.0069,0.0161,0.0165,0.008,0.0076,0.0124
11,2019-09-18,5.03000020980835,5.130000114440918,4.929999828338623,5.059999942779541,5.059999942779541,2314600,2019-09-18,0.1503,0.0092,0.0303,0.0025,0.009,0.0161,0.0172,0.008,0.0089,0.0111
12,2019-09-19,5.159999847412109,5.230000019073486,4.699999809265137,4.789999961853027,4.789999961853027,4204300,2019-09-19,0.1385,0.0097,0.0283,0.0021,0.01,0.0144,0.0166,0.0077,0.0087,0.01
13,2019-09-20,4.840000152587891,4.920000076293945,4.760000228881836,4.78000020980835,4.78000020980835,6716600,2019-09-20,0.0959,0.0105,0.0276,0.0018,0.0096,0.0143,0.0141,0.0077,0.0069,0.0092
14,2019-09-23,4.739999771118164,4.840000152587891,4.650000095367432,4.699999809265137,4.699999809265137,2381000,2019-09-23,0.0808,0.0101,0.0208,0.0013,0.0057,0.0109,0.0113,0.0064,0.0059,0.0066
15,2019-09-24,4.670000076293945,4.71999979019165,4.559999942779541,4.659999847412109,4.659999847412109,2330100,2019-09-24,0.0739,0.0112,0.0221,0.0022,0.0069,0.014,0.0156,0.0063,0.0083,0.0095
16,2019-09-25,4.570000171661377,4.71999979019165,4.489999771118164,4.639999866485596,4.639999866485596,1595400,2019-09-25,0.0642,0.0123,0.0232,0.0017,0.0065,0.0122,0.015,0.0063,0.0072,0.0092
17,2019-09-26,4.599999904632568,4.650000095367432,4.329999923706055,4.510000228881836,4.510000228881836,2653400,2019-09-26,0.0744,0.0112,0.0237,0.002,0.0093,0.0135,0.0148,0.0063,0.0067,0.0085
18,2019-09-27,4.380000114440918,4.650000095367432,4.360000133514404,4.489999771118164,4.489999771118164,2464100,2019-09-27,0.074,0.0116,0.0256,0.0019,0.0072,0.0131,0.014,0.0065,0.0068,0.0092
19,2019-09-30,4.429999828338623,4.46999979019165,4.360000133514404,4.369999885559082,4.369999885559082,1572900,2019-09-30,0.0804,0.0108,0.022,0.0019,0.0059,0.0106,0.0131,0.0074,0.0068,0.0078
20,2019-10-01,4.400000095367432,4.570000171661377,4.199999809265137,4.199999809265137,4.199999809265137,2414800,2019-10-01,0.0649,0.0118,0.0239,0.002,0.0077,0.0135,0.0144,0.0071,0.0073,0.008
21,2019-10-02,4.190000057220459,4.329999923706055,3.930000066757202,3.9600000381469727,3.9600000381469727,5170400,2019-10-02,0.0677,0.014,0.026,0.0015,0.0108,0.014,0.0165,0.0072,0.009,0.0095
22,2019-10-03,3.9100000858306885,4.159999847412109,3.890000104904175,4.159999847412109,4.159999847412109,2284500,2019-10-03,0.0728,0.0126,0.0253,0.0019,0.0123,0.0142,0.0159,0.0073,0.0076,0.0092
23,2019-10-04,4.190000057220459,4.239999771118164,4.079999923706055,4.199999809265137,4.199999809265137,1548100,2019-10-04,0.0732,0.012,0.0262,0.0018,0.012,0.0142,0.0153,0.0078,0.0065,0.0092
24,2019-10-07,4.199999809265137,4.25,4.099999904632568,4.119999885559082,4.119999885559082,1654900,2019-10-07,0.066,0.0104,0.0281,0.0015,0.0069,0.0132,0.0114,0.0064,0.0058,0.0069
25,2019-10-08,4.070000171661377,4.150000095367432,4.010000228881836,4.010000228881836,4.010000228881836,1597400,2019-10-08,0.0627,0.0125,0.0235,0.0016,0.0095,0.0139,0.0149,0.0072,0.0067,0.0085
26,2019-10-09,4.099999904632568,4.130000114440918,3.9600000381469727,4.059999942779541,4.059999942779541,2109300,2019-10-09,0.0628,0.0142,0.0229,0.0015,0.0107,0.0156,0.0154,0.0068,0.0081,0.0096
27,2019-10-10,4.050000190734863,4.130000114440918,4.0,4.050000190734863,4.050000190734863,1566200,2019-10-10,0.0568,0.0127,0.024,0.0014,0.0087,0.0132,0.0141,0.0073,0.0065,0.0098
28,2019-10-11,4.170000076293945,4.269999980926514,4.079999923706055,4.21999979019165,4.21999979019165,1975000,2019-10-11,0.0611,0.0129,0.0242,0.0014,0.0082,0.0143,0.0148,0.0073,0.0074,0.0076
