,Date,Open,High,Low,Close,Adj Close,Volume,RVT,positivePartscr,negativePartscr,fearPartscr,findownPartscr,finupPartscr,finhypePartscr,certaintyPartscr,uncertaintyPartscr
0,2018-01-02,52.0,52.439998626708984,51.88999938964844,52.40999984741211,45.21697998046875,2119600,0.0011,0.011,0.0113,0.0012,0.0049,0.027,0.009,0.0046,0.0105
1,2018-01-03,51.66999816894531,52.16999816894531,51.66999816894531,52.150001525878906,44.99266815185547,2283600,0.0008,0.0024,0.003,0.0,0.0043,0.0043,0.0043,0.0006,0.003
2,2018-01-04,52.04999923706055,52.310001373291016,52.029998779296875,52.2599983215332,45.08756637573242,2857400,0.001,0.0035,0.0055,0.0003,0.0024,0.0048,0.0083,0.0,0.0066
3,2018-01-05,52.02000045776367,52.18000030517578,51.88999938964844,52.16999816894531,45.009918212890625,1871100,0.001,0.0089,0.0246,0.0009,0.008,0.0156,0.0095,0.0068,0.0077
4,2018-01-08,51.630001068115234,51.849998474121094,51.619998931884766,51.75,44.647560119628906,1255300,0.0011,0.0045,0.0055,0.0,0.0024,0.0053,0.0122,0.0004,0.0093
5,2018-01-09,51.97999954223633,52.25,51.97999954223633,52.150001525878906,44.99266815185547,1272700,0.0008,0.0055,0.0057,0.0,0.004,0.003,0.0097,0.001,0.0047
6,2018-01-10,53.880001068115234,54.18000030517578,53.70000076293945,53.91999816894531,46.51974105834961,2724500,0.0021,0.011,0.0109,0.0006,0.0089,0.0181,0.01,0.0048,0.0063
7,2018-01-11,54.16999816894531,54.34000015258789,54.09000015258789,54.29999923706055,46.84758377075195,1322700,0.001,0.0058,0.0054,0.0008,0.0027,0.0081,0.0069,0.0015,0.0081
8,2018-01-12,54.380001068115234,54.880001068115234,54.349998474121094,54.83000183105469,47.30485534667969,2119700,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2018-01-16,54.63999938964844,55.20000076293945,54.630001068115234,54.900001525878906,47.365238189697266,3301500,0.0016,0.0146,0.0251,0.0002,0.0135,0.013,0.0055,0.003,0.0059
10,2018-01-17,54.959999084472656,55.70000076293945,54.83000183105469,55.619998931884766,47.98642349243164,2682700,0.0011,0.0049,0.0047,0.0,0.0017,0.0092,0.0143,0.0,0.0107
11,2018-01-18,54.970001220703125,55.540000915527344,54.90999984741211,55.38999938964844,47.787986755371094,2950600,0.0015,0.0096,0.0129,0.0,0.0024,0.007,0.0074,0.0026,0.0047
12,2018-01-19,55.099998474121094,55.36000061035156,55.099998474121094,55.36000061035156,47.762107849121094,3266100,0.0016,0.0091,0.0167,0.0008,0.0031,0.0053,0.0102,0.0025,0.0139
13,2018-01-22,55.349998474121094,55.5,55.22999954223633,55.470001220703125,47.85700988769531,1814800,0.0013,0.0086,0.0044,0.0,0.002,0.003,0.0128,0.0006,0.0042
14,2018-01-23,55.369998931884766,55.560001373291016,55.2599983215332,55.459999084472656,47.84838104248047,2032400,0.0007,0.0092,0.0119,0.0,0.0058,0.0153,0.0109,0.0003,0.0095
15,2018-01-24,55.86000061035156,55.88999938964844,55.400001525878906,55.599998474121094,47.969173431396484,2080200,0.0008,0.0057,0.0069,0.0006,0.006,0.0107,0.0104,0.0021,0.0048
16,2018-01-25,55.599998474121094,55.599998474121094,55.06999969482422,55.119998931884766,47.55504608154297,1517000,0.0009,0.0019,0.0068,0.0005,0.0035,0.0084,0.0157,0.0,0.0106
17,2018-01-26,55.220001220703125,55.45000076293945,55.0099983215332,55.41999816894531,47.813873291015625,1798200,0.0008,0.0006,0.0018,0.0,0.0049,0.004,0.0055,0.0006,0.003
18,2018-01-29,54.63999938964844,54.95000076293945,54.61000061035156,54.7400016784668,47.22719192504883,1628200,0.0022,0.0063,0.0295,0.0002,0.0093,0.0104,0.0124,0.0072,0.0084
19,2018-01-30,54.5,54.560001373291016,54.150001525878906,54.20000076293945,46.761314392089844,1703900,0.0008,0.0071,0.0122,0.0003,0.0077,0.0116,0.0101,0.0039,0.008
20,2018-01-31,54.13999938964844,54.279998779296875,53.849998474121094,53.90999984741211,46.511112213134766,1548200,0.0015,0.0144,0.0195,0.0,0.0102,0.0193,0.0117,0.0075,0.0119
21,2018-02-01,54.0099983215332,54.22999954223633,53.900001525878906,54.130001068115234,46.70092010498047,1299800,0.0003,0.0018,0.0037,0.0,0.0061,0.0061,0.008,0.0018,0.0049
22,2018-02-02,53.72999954223633,53.779998779296875,53.209999084472656,53.290000915527344,45.9762077331543,1617600,0.0008,0.0038,0.0023,0.0,0.0026,0.0019,0.0057,0.0008,0.003
23,2018-02-05,53.02000045776367,53.29999923706055,51.540000915527344,51.58000183105469,44.50089645385742,3265900,0.0007,0.0061,0.0086,0.0005,0.0041,0.0061,0.0056,0.0005,0.0031
24,2018-02-06,51.09000015258789,52.52000045776367,50.970001220703125,52.349998474121094,45.16521453857422,3959500,0.0009,0.0058,0.0064,0.0006,0.0033,0.005,0.0101,0.0012,0.005
25,2018-02-07,51.470001220703125,52.20000076293945,51.470001220703125,51.7400016784668,44.63893508911133,2349700,0.0004,0.0015,0.0045,0.0,0.0061,0.0045,0.005,0.0025,0.0025
26,2018-02-08,52.33000183105469,52.34000015258789,50.849998474121094,50.849998474121094,43.87108612060547,2723400,0.0007,0.0026,0.0044,0.0004,0.0033,0.0066,0.0052,0.0022,0.0063
27,2018-02-09,51.15999984741211,51.70000076293945,50.150001525878906,51.38999938964844,44.336971282958984,3197400,0.0004,0.01,0.0076,0.001,0.0033,0.0134,0.0095,0.0038,0.0072
28,2018-02-12,50.97999954223633,51.65999984741211,50.790000915527344,51.380001068115234,44.328346252441406,2054900,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2018-02-13,51.630001068115234,51.79999923706055,51.47999954223633,51.68000030517578,44.58717346191406,1414200,0.0005,0.0014,0.0213,0.0,0.0087,0.0053,0.0058,0.0082,0.0135
30,2018-02-14,52.33000183105469,53.310001373291016,52.290000915527344,53.20000076293945,45.898563385009766,1806200,0.001,0.0042,0.0114,0.0011,0.0066,0.0114,0.0096,0.0019,0.0072
31,2018-02-15,53.86000061035156,53.880001068115234,53.25,53.75,46.37306594848633,2080100,0.0004,0.0034,0.0,0.0,0.0023,0.0017,0.004,0.0023,0.0034
32,2018-02-16,53.66999816894531,54.15999984741211,53.619998931884766,53.83000183105469,46.44208908081055,1681500,0.0013,0.0036,0.0036,0.0005,0.0033,0.0065,0.0085,0.0013,0.0051
33,2018-02-20,51.83000183105469,52.130001068115234,51.540000915527344,52.02000045776367,44.8805046081543,3009300,0.016,0.0098,0.0214,0.0004,0.0067,0.0121,0.0064,0.0031,0.0204
34,2018-02-21,52.31999969482422,52.93000030517578,52.18000030517578,52.18000030517578,45.0185432434082,1987500,0.0016,0.0065,0.0136,0.0002,0.0048,0.011,0.0071,0.0039,0.0071
35,2018-02-22,51.130001068115234,51.310001373291016,50.77000045776367,51.040000915527344,44.93930435180664,1844900,0.0011,0.0097,0.0099,0.0008,0.0066,0.0125,0.0105,0.0042,0.006
36,2018-02-23,50.959999084472656,51.2599983215332,50.93000030517578,51.22999954223633,45.10659408569336,1393000,0.0011,0.0052,0.0049,0.0003,0.0033,0.0044,0.0067,0.0013,0.0041
37,2018-02-26,50.790000915527344,51.15999984741211,50.7400016784668,51.15999984741211,45.044960021972656,1565200,0.0004,0.0004,0.0043,0.0004,0.0035,0.0026,0.0069,0.0013,0.0039
38,2018-02-27,50.459999084472656,50.68000030517578,50.150001525878906,50.15999984741211,44.16448974609375,2137300,0.0022,0.009,0.0192,0.0004,0.0079,0.0092,0.0101,0.0039,0.0151
39,2018-02-28,50.31999969482422,50.38999938964844,49.599998474121094,49.630001068115234,43.697837829589844,1902700,0.0011,0.0019,0.0037,0.0001,0.0023,0.0058,0.0041,0.0016,0.0028
40,2018-03-01,49.93000030517578,50.0,49.27000045776367,49.599998474121094,43.67142105102539,2673600,0.0011,0.0056,0.0061,0.0,0.0049,0.0052,0.0062,0.0025,0.0059
41,2018-03-02,49.13999938964844,49.52000045776367,48.93000030517578,49.47999954223633,43.565765380859375,2283700,0.0008,0.0079,0.0104,0.0008,0.0051,0.0053,0.0143,0.0043,0.0178
42,2018-03-05,48.689998626708984,49.470001220703125,48.619998931884766,49.310001373291016,43.41608810424805,1556300,0.0008,0.0081,0.0069,0.0,0.002,0.0029,0.0066,0.0,0.0066
43,2018-03-06,49.45000076293945,49.4900016784668,49.099998474121094,49.380001068115234,43.477718353271484,1675300,0.0014,0.0043,0.004,0.0002,0.0013,0.0079,0.0134,0.0032,0.0075
44,2018-03-07,49.11000061035156,49.310001373291016,48.790000915527344,49.2400016784668,43.354454040527344,1216900,0.0121,0.0095,0.0168,0.0003,0.0039,0.0082,0.0073,0.0028,0.0167
45,2018-03-08,49.119998931884766,49.20000076293945,48.880001068115234,49.09000015258789,43.222381591796875,1278200,0.0007,0.0076,0.0165,0.0014,0.0115,0.0126,0.0148,0.0031,0.0106
46,2018-03-09,49.2599983215332,49.599998474121094,49.189998626708984,49.54999923706055,43.627403259277344,1311400,0.0011,0.0052,0.0062,0.0,0.0039,0.0088,0.0039,0.0023,0.0026
47,2018-03-12,49.43000030517578,49.560001373291016,49.36000061035156,49.38999938964844,43.48652267456055,1408200,0.0008,0.0068,0.007,0.001,0.0038,0.0105,0.0178,0.0013,0.0093
48,2018-03-13,49.400001525878906,49.5099983215332,48.91999816894531,49.040000915527344,43.1783561706543,1423600,0.001,0.0094,0.0037,0.0003,0.0012,0.0072,0.005,0.0018,0.003
49,2018-03-14,49.0,49.040000915527344,48.63999938964844,48.72999954223633,42.90541458129883,1693200,0.0011,0.0032,0.0085,0.0033,0.0069,0.009,0.006,0.0029,0.0048
50,2018-03-15,48.97999954223633,49.43000030517578,48.959999084472656,49.25,43.36326217651367,1176500,0.0012,0.0035,0.0042,0.0009,0.0043,0.0057,0.0052,0.0016,0.0037
51,2018-03-16,49.58000183105469,49.81999969482422,49.56999969482422,49.59000015258789,43.662620544433594,2542100,0.0019,0.0004,0.0024,0.0001,0.0009,0.0005,0.0042,0.0,0.0036
52,2018-03-19,49.650001525878906,49.66999816894531,49.16999816894531,49.43000030517578,43.5217399597168,1204000,0.0007,0.0087,0.0094,0.0003,0.005,0.0107,0.0074,0.004,0.0047
53,2018-03-20,49.61000061035156,49.65999984741211,49.380001068115234,49.439998626708984,43.530548095703125,1257800,0.0025,0.0086,0.0177,0.0003,0.0039,0.0084,0.0112,0.0016,0.0269
54,2018-03-21,49.43000030517578,49.650001525878906,49.09000015258789,49.34000015258789,43.44249725341797,1291900,0.0013,0.0121,0.0047,0.0009,0.0036,0.0141,0.0054,0.0011,0.0049
55,2018-03-22,48.380001068115234,48.4900016784668,47.90999984741211,48.029998779296875,42.289085388183594,2613500,0.0013,0.0093,0.0096,0.0003,0.0055,0.0088,0.0055,0.0074,0.0017
56,2018-03-23,47.810001373291016,48.0099983215332,47.29999923706055,47.29999923706055,41.646331787109375,2916500,0.0007,0.0136,0.0128,0.0025,0.0145,0.02,0.018,0.0061,0.0115
57,2018-03-26,48.119998931884766,48.31999969482422,47.63999938964844,48.2400016784668,42.4739875793457,2863800,0.001,0.0073,0.0053,0.0002,0.0024,0.0049,0.0134,0.0002,0.0099
58,2018-03-27,48.380001068115234,48.38999938964844,47.400001525878906,47.61000061035156,41.91928482055664,2286800,0.0008,0.0107,0.01,0.0013,0.0058,0.0071,0.0105,0.0027,0.0129
59,2018-03-28,47.5,47.95000076293945,47.310001373291016,47.72999954223633,42.02494430541992,1806100,0.001,0.0075,0.0024,0.0002,0.0038,0.0066,0.0084,0.0033,0.0031
60,2018-03-29,47.45000076293945,47.810001373291016,47.22999954223633,47.66999816894531,41.97211456298828,2413000,0.0008,0.0058,0.0146,0.0009,0.0037,0.0051,0.0079,0.0009,0.0053
61,2018-04-02,47.599998474121094,47.72999954223633,46.90999984741211,47.34000015258789,41.68156051635742,2018900,,,,,,,,,
62,2018-04-03,47.29999923706055,47.459999084472656,46.9900016784668,47.45000076293945,41.77840805053711,1849900,0.0007,0.0086,0.0053,0.0013,0.004,0.0076,0.0076,0.002,0.0053
63,2018-04-04,46.75,47.630001068115234,46.72999954223633,47.599998474121094,41.91047668457031,2019900,0.001,0.006,0.0066,0.0003,0.0038,0.0044,0.0063,0.0016,0.0035
64,2018-04-05,47.58000183105469,47.869998931884766,47.529998779296875,47.7400016784668,42.03374481201172,2159600,0.0013,0.0006,0.0077,0.0003,0.0039,0.0026,0.0039,0.0,0.0029
65,2018-04-06,47.34000015258789,47.619998931884766,46.97999954223633,47.16999816894531,41.53186798095703,1887200,0.0007,0.0049,0.0076,0.0019,0.0072,0.0133,0.0088,0.0019,0.0065
